id,drought_stress_factor_1_to_5,growth_scenario,market_gravity
8_5,4,high_growth,0
8_6,4,high_growth,0
8_7,3,high_growth,0
8_8,3,high_growth,0
9_0,1,high_growth,0
12_0,3,high_growth,0
12_1,3,high_growth,0
12_2,3,high_growth,0
12_3,3,high_growth,0
12_4,3,high_growth,0
12_5,3,high_growth,0
12_6,3,high_growth,0
12_7,4,high_growth,0
13_0,1,high_growth,0
13_1,2,high_growth,0
13_10,1,high_growth,0
13_11,1,high_growth,0
13_12,1,high_growth,0
13_13,2,high_growth,0
13_14,2,high_growth,0
13_15,2,high_growth,0
13_16,2,high_growth,0
13_17,2,high_growth,0
13_18,2,high_growth,0
13_19,2,high_growth,0
13_2,1,high_growth,0
13_20,2,high_growth,0
13_21,2,high_growth,0
13_22,2,high_growth,0
13_23,2,high_growth,0
13_24,2,high_growth,0
13_25,3,high_growth,0
13_26,2,high_growth,0
13_27,2,high_growth,0
13_28,3,high_growth,0
13_29,3,high_growth,0
13_3,2,high_growth,0
13_30,1,high_growth,0
13_31,1,high_growth,0
13_32,1,high_growth,0
13_33,2,high_growth,0
13_34,2,high_growth,0
13_35,1,high_growth,0
13_36,1,high_growth,0
13_4,2,high_growth,0
13_5,1,high_growth,0
13_6,2,high_growth,0
13_7,1,high_growth,0
13_8,1,high_growth,0
13_9,1,high_growth,0
17_0,1,high_growth,0
17_1,1,high_growth,0
17_10,1,high_growth,0
17_11,3,high_growth,0
17_12,3,high_growth,0
17_13,3,high_growth,0
17_14,3,high_growth,0
17_15,3,high_growth,0
17_16,3,high_growth,0
17_17,3,high_growth,0
17_18,3,high_growth,0
17_19,3,high_growth,0
17_2,1,high_growth,0
17_20,1,high_growth,0
17_21,1,high_growth,0
17_22,1,high_growth,0
17_23,1,high_growth,0
17_24,1,high_growth,0
17_25,2,high_growth,0
17_26,2,high_growth,0
17_27,2,high_growth,0
17_28,2,high_growth,0
17_29,2,high_growth,0
17_3,1,high_growth,0
17_30,2,high_growth,0
17_31,2,high_growth,0
17_32,3,high_growth,0
17_33,3,high_growth,0
17_34,2,high_growth,0
17_35,3,high_growth,0
17_36,2,high_growth,0
17_37,3,high_growth,0
17_38,1,high_growth,0
17_39,3,high_growth,0
17_4,1,high_growth,0
17_40,3,high_growth,0
17_41,3,high_growth,0
17_42,3,high_growth,0
17_43,3,high_growth,0
17_44,3,high_growth,0
17_5,1,high_growth,0
17_6,1,high_growth,0
17_7,1,high_growth,0
17_8,1,high_growth,0
17_9,1,high_growth,0
18_0,3,high_growth,0
19_0,1,high_growth,0
19_1,1,high_growth,0
19_10,1,high_growth,0
19_11,1,high_growth,0
19_12,1,high_growth,0
19_13,1,high_growth,0
19_14,1,high_growth,0
19_15,1,high_growth,0
19_16,1,high_growth,0
19_17,1,high_growth,0
19_18,1,high_growth,0
19_19,1,high_growth,0
19_2,1,high_growth,0
19_20,1,high_growth,0
19_21,1,high_growth,0
19_22,1,high_growth,0
19_23,1,high_growth,0
19_24,1,high_growth,0
19_25,2,high_growth,0
19_26,2,high_growth,0
19_27,4,high_growth,0
19_28,4,high_growth,0
19_29,4,high_growth,0
19_3,1,high_growth,0
19_30,1,high_growth,0
19_31,1,high_growth,0
19_32,1,high_growth,0
19_33,1,high_growth,0
19_34,2,high_growth,0
19_35,2,high_growth,0
19_36,3,high_growth,0
19_4,1,high_growth,0
19_5,1,high_growth,0
19_6,4,high_growth,0
19_7,1,high_growth,0
19_8,1,high_growth,0
19_9,1,high_growth,0
21_0,1,high_growth,0
21_1,5,high_growth,0
21_2,1,high_growth,0
21_3,3,high_growth,0
21_4,3,high_growth,0
21_5,3,high_growth,0
21_6,3,high_growth,0
21_7,3,high_growth,0
21_8,1,high_growth,0
25_0,2,high_growth,0
25_1,3,high_growth,0
25_2,3,high_growth,0
25_3,2,high_growth,0
25_4,2,high_growth,0
25_5,2,high_growth,0
26_0,1,high_growth,0
26_1,1,high_growth,0
26_2,1,high_growth,0
27_0,5,high_growth,0
27_1,5,high_growth,0
27_2,5,high_growth,0
27_3,5,high_growth,0
27_4,5,high_growth,0
29_0,4,high_growth,0
29_1,2,high_growth,0
29_2,2,high_growth,0
29_3,2,high_growth,0
29_4,4,high_growth,0
30_0,2,high_growth,0
30_1,1,high_growth,0
30_2,1,high_growth,0
31_0,2,high_growth,0
31_1,1,high_growth,0
31_10,1,high_growth,0
31_11,1,high_growth,0
31_12,2,high_growth,0
31_13,1,high_growth,0
31_14,1,high_growth,0
31_15,1,high_growth,0
31_16,1,high_growth,0
31_17,2,high_growth,0
31_18,2,high_growth,0
31_19,2,high_growth,0
31_2,2,high_growth,0
31_20,1,high_growth,0
31_21,1,high_growth,0
31_22,1,high_growth,0
31_23,1,high_growth,0
31_3,2,high_growth,0
31_4,1,high_growth,0
31_5,1,high_growth,0
31_6,1,high_growth,0
31_7,2,high_growth,0
31_8,1,high_growth,0
31_9,2,high_growth,0
32_0,1,high_growth,0
32_1,4,high_growth,0
32_10,4,high_growth,0
32_11,4,high_growth,0
32_12,4,high_growth,0
32_13,4,high_growth,0
32_14,4,high_growth,0
32_15,4,high_growth,0
32_16,4,high_growth,0
32_17,1,high_growth,0
32_18,5,high_growth,0
32_19,5,high_growth,0
32_2,4,high_growth,0
32_3,4,high_growth,0
32_4,4,high_growth,0
32_5,4,high_growth,0
32_6,4,high_growth,0
32_7,1,high_growth,0
32_8,4,high_growth,0
32_9,4,high_growth,0
34_0,5,high_growth,0
34_1,4,high_growth,0
34_10,3,high_growth,0
34_11,5,high_growth,0
34_12,3,high_growth,0
34_13,3,high_growth,0
34_14,5,high_growth,0
34_15,1,high_growth,0
34_16,5,high_growth,0
34_17,5,high_growth,0
34_18,5,high_growth,0
34_19,5,high_growth,0
34_2,4,high_growth,0
34_20,5,high_growth,0
34_21,5,high_growth,0
34_22,5,high_growth,0
34_23,5,high_growth,0
34_3,4,high_growth,0
34_4,3,high_growth,0
34_5,3,high_growth,0
34_6,3,high_growth,0
34_7,3,high_growth,0
34_8,3,high_growth,0
34_9,3,high_growth,0
35_0,5,high_growth,0
35_1,5,high_growth,0
36_0,1,high_growth,0
36_1,1,high_growth,0
36_10,1,high_growth,0
36_11,1,high_growth,0
36_12,1,high_growth,0
36_13,1,high_growth,0
36_14,1,high_growth,0
36_15,1,high_growth,0
36_16,1,high_growth,0
36_17,1,high_growth,0
36_18,1,high_growth,0
36_19,1,high_growth,0
36_2,1,high_growth,0
36_20,1,high_growth,0
36_21,1,high_growth,0
36_22,1,high_growth,0
36_23,1,high_growth,0
36_3,1,high_growth,0
36_4,1,high_growth,0
36_5,1,high_growth,0
36_6,1,high_growth,0
36_7,1,high_growth,0
36_8,1,high_growth,0
36_9,1,high_growth,0
37_0,4,high_growth,0
37_1,4,high_growth,0
37_10,4,high_growth,0
37_11,4,high_growth,0
37_12,4,high_growth,0
37_13,4,high_growth,0
37_14,4,high_growth,0
37_15,4,high_growth,0
37_2,4,high_growth,0
37_3,4,high_growth,0
37_4,4,high_growth,0
37_5,4,high_growth,0
37_6,4,high_growth,0
37_7,4,high_growth,0
37_8,4,high_growth,0
37_9,4,high_growth,0
38_0,2,high_growth,0
38_1,2,high_growth,0
38_10,2,high_growth,0
38_11,2,high_growth,0
38_12,2,high_growth,0
38_13,1,high_growth,0
38_14,1,high_growth,0
38_15,1,high_growth,0
38_16,1,high_growth,0
38_17,1,high_growth,0
38_18,1,high_growth,0
38_19,2,high_growth,0
38_2,2,high_growth,0
38_20,1,high_growth,0
38_21,1,high_growth,0
38_22,1,high_growth,0
38_3,1,high_growth,0
38_4,1,high_growth,0
38_5,1,high_growth,0
38_6,1,high_growth,0
38_7,1,high_growth,0
38_8,2,high_growth,0
38_9,2,high_growth,0
39_0,3,high_growth,0
39_1,1,high_growth,0
39_10,1,high_growth,0
39_11,1,high_growth,0
39_12,3,high_growth,0
39_13,1,high_growth,0
39_2,1,high_growth,0
39_3,3,high_growth,0
39_4,1,high_growth,0
39_5,3,high_growth,0
39_6,1,high_growth,0
39_7,3,high_growth,0
39_8,1,high_growth,0
39_9,1,high_growth,0
40_0,3,high_growth,0
40_1,3,high_growth,0
40_2,3,high_growth,0
40_3,3,high_growth,0
40_4,3,high_growth,0
40_5,3,high_growth,0
40_6,3,high_growth,0
41_0,1,high_growth,0
41_1,1,high_growth,0
41_10,1,high_growth,0
41_11,1,high_growth,0
41_12,1,high_growth,0
41_13,1,high_growth,0
41_14,1,high_growth,0
41_15,1,high_growth,0
41_16,1,high_growth,0
41_17,1,high_growth,0
41_18,1,high_growth,0
41_19,1,high_growth,0
41_2,1,high_growth,0
41_20,1,high_growth,0
41_21,1,high_growth,0
41_22,1,high_growth,0
41_23,1,high_growth,0
41_24,1,high_growth,0
41_25,1,high_growth,0
41_26,1,high_growth,0
41_27,1,high_growth,0
41_28,1,high_growth,0
41_29,1,high_growth,0
41_3,1,high_growth,0
41_30,1,high_growth,0
41_31,1,high_growth,0
41_32,1,high_growth,0
41_33,1,high_growth,0
41_34,1,high_growth,0
41_35,1,high_growth,0
41_36,1,high_growth,0
41_37,1,high_growth,0
41_38,1,high_growth,0
41_4,1,high_growth,0
41_5,1,high_growth,0
41_6,1,high_growth,0
41_7,1,high_growth,0
41_8,1,high_growth,0
41_9,1,high_growth,0
42_0,1,high_growth,0
42_1,3,high_growth,0
42_10,2,high_growth,0
42_11,1,high_growth,0
42_12,2,high_growth,0
42_13,1,high_growth,0
42_14,1,high_growth,0
42_15,1,high_growth,0
42_16,1,high_growth,0
42_17,1,high_growth,0
42_18,1,high_growth,0
42_19,3,high_growth,0
42_2,3,high_growth,0
42_20,3,high_growth,0
42_21,3,high_growth,0
42_22,3,high_growth,0
42_23,3,high_growth,0
42_24,3,high_growth,0
42_25,3,high_growth,0
42_26,3,high_growth,0
42_27,3,high_growth,0
42_3,2,high_growth,0
42_4,1,high_growth,0
42_5,2,high_growth,0
42_6,1,high_growth,0
42_7,1,high_growth,0
42_8,2,high_growth,0
42_9,1,high_growth,0
45_0,3,high_growth,0
45_1,3,high_growth,0
45_10,4,high_growth,0
45_11,1,high_growth,0
45_2,3,high_growth,0
45_3,3,high_growth,0
45_4,3,high_growth,0
45_5,3,high_growth,0
45_6,3,high_growth,0
45_7,3,high_growth,0
45_8,3,high_growth,0
45_9,4,high_growth,0
47_0,2,high_growth,0
47_1,2,high_growth,0
47_2,2,high_growth,0
47_3,2,high_growth,0
47_4,2,high_growth,0
47_5,2,high_growth,0
47_6,2,high_growth,0
47_7,2,high_growth,0
48_0,1,high_growth,0
48_1,3,high_growth,0
48_10,2,high_growth,0
48_100,5,high_growth,0
48_101,5,high_growth,0
48_102,5,high_growth,0
48_103,5,high_growth,0
48_104,5,high_growth,0
48_105,5,high_growth,0
48_106,5,high_growth,0
48_107,5,high_growth,0
48_108,3,high_growth,0
48_109,3,high_growth,0
48_11,2,high_growth,0
48_110,3,high_growth,0
48_111,3,high_growth,0
48_112,3,high_growth,0
48_113,3,high_growth,0
48_114,3,high_growth,0
48_115,2,high_growth,0
48_116,2,high_growth,0
48_117,2,high_growth,0
48_118,2,high_growth,0
48_119,2,high_growth,0
48_12,2,high_growth,0
48_120,3,high_growth,0
48_121,3,high_growth,0
48_122,3,high_growth,0
48_123,3,high_growth,0
48_124,3,high_growth,0
48_125,3,high_growth,0
48_126,3,high_growth,0
48_127,3,high_growth,0
48_128,3,high_growth,0
48_129,3,high_growth,0
48_13,2,high_growth,0
48_130,3,high_growth,0
48_131,3,high_growth,0
48_132,3,high_growth,0
48_14,2,high_growth,0
48_15,2,high_growth,0
48_16,2,high_growth,0
48_17,2,high_growth,0
48_18,2,high_growth,0
48_19,2,high_growth,0
48_2,3,high_growth,0
48_20,2,high_growth,0
48_21,2,high_growth,0
48_22,2,high_growth,0
48_23,2,high_growth,0
48_24,1,high_growth,0
48_25,3,high_growth,0
48_26,3,high_growth,0
48_27,1,high_growth,0
48_28,1,high_growth,0
48_29,3,high_growth,0
48_3,3,high_growth,0
48_30,2,high_growth,0
48_31,2,high_growth,0
48_32,2,high_growth,0
48_33,2,high_growth,0
48_34,3,high_growth,0
48_35,3,high_growth,0
48_36,3,high_growth,0
48_37,3,high_growth,0
48_38,3,high_growth,0
48_39,3,high_growth,0
48_4,3,high_growth,0
48_40,3,high_growth,0
48_41,3,high_growth,0
48_42,3,high_growth,0
48_43,3,high_growth,0
48_44,3,high_growth,0
48_45,3,high_growth,0
48_46,3,high_growth,0
48_47,3,high_growth,0
48_48,3,high_growth,0
48_49,3,high_growth,0
48_5,3,high_growth,0
48_50,3,high_growth,0
48_51,3,high_growth,0
48_52,3,high_growth,0
48_53,3,high_growth,0
48_54,3,high_growth,0
48_55,3,high_growth,0
48_56,3,high_growth,0
48_57,3,high_growth,0
48_58,3,high_growth,0
48_59,3,high_growth,0
48_6,2,high_growth,0
48_60,3,high_growth,0
48_61,3,high_growth,0
48_62,3,high_growth,0
48_63,3,high_growth,0
48_64,3,high_growth,0
48_65,2,high_growth,0
48_66,3,high_growth,0
48_67,3,high_growth,0
48_68,1,high_growth,0
48_69,1,high_growth,0
48_7,2,high_growth,0
48_70,1,high_growth,0
48_71,1,high_growth,0
48_72,1,high_growth,0
48_73,3,high_growth,0
48_74,3,high_growth,0
48_75,3,high_growth,0
48_76,3,high_growth,0
48_77,2,high_growth,0
48_78,2,high_growth,0
48_79,2,high_growth,0
48_8,2,high_growth,0
48_80,2,high_growth,0
48_81,2,high_growth,0
48_82,2,high_growth,0
48_83,2,high_growth,0
48_84,2,high_growth,0
48_85,2,high_growth,0
48_86,2,high_growth,0
48_87,2,high_growth,0
48_88,2,high_growth,0
48_89,2,high_growth,0
48_9,2,high_growth,0
48_90,2,high_growth,0
48_91,2,high_growth,0
48_92,2,high_growth,0
48_93,2,high_growth,0
48_94,2,high_growth,0
48_95,2,high_growth,0
48_96,3,high_growth,0
48_97,3,high_growth,0
48_98,3,high_growth,0
48_99,5,high_growth,0
49_0,1,high_growth,0
49_1,1,high_growth,0
49_10,3,high_growth,0
49_11,3,high_growth,0
49_12,3,high_growth,0
49_13,3,high_growth,0
49_14,3,high_growth,0
49_2,1,high_growth,0
49_3,2,high_growth,0
49_4,2,high_growth,0
49_5,2,high_growth,0
49_6,2,high_growth,0
49_7,3,high_growth,0
49_8,3,high_growth,0
49_9,3,high_growth,0
51_0,3,high_growth,0
51_1,3,high_growth,0
51_10,3,high_growth,0
51_100,3,high_growth,0
51_101,3,high_growth,0
51_102,3,high_growth,0
51_103,3,high_growth,0
51_104,3,high_growth,0
51_105,3,high_growth,0
51_106,3,high_growth,0
51_107,3,high_growth,0
51_108,3,high_growth,0
51_109,4,high_growth,0
51_11,3,high_growth,0
51_110,3,high_growth,0
51_111,3,high_growth,0
51_112,4,high_growth,0
51_113,4,high_growth,0
51_114,4,high_growth,0
51_115,4,high_growth,0
51_116,3,high_growth,0
51_117,3,high_growth,0
51_118,3,high_growth,0
51_119,3,high_growth,0
51_12,3,high_growth,0
51_120,2,high_growth,0
51_121,2,high_growth,0
51_122,2,high_growth,0
51_123,2,high_growth,0
51_124,2,high_growth,0
51_125,2,high_growth,0
51_126,5,high_growth,0
51_127,5,high_growth,0
51_128,4,high_growth,0
51_129,4,high_growth,0
51_13,4,high_growth,0
51_130,4,high_growth,0
51_131,4,high_growth,0
51_132,4,high_growth,0
51_133,4,high_growth,0
51_134,4,high_growth,0
51_135,4,high_growth,0
51_136,5,high_growth,0
51_137,5,high_growth,0
51_138,5,high_growth,0
51_139,3,high_growth,0
51_14,4,high_growth,0
51_140,3,high_growth,0
51_141,3,high_growth,0
51_142,3,high_growth,0
51_143,3,high_growth,0
51_144,2,high_growth,0
51_145,2,high_growth,0
51_146,2,high_growth,0
51_147,2,high_growth,0
51_148,2,high_growth,0
51_149,4,high_growth,0
51_15,2,high_growth,0
51_150,4,high_growth,0
51_151,4,high_growth,0
51_152,4,high_growth,0
51_153,3,high_growth,0
51_154,4,high_growth,0
51_155,3,high_growth,0
51_156,3,high_growth,0
51_157,3,high_growth,0
51_158,3,high_growth,0
51_159,3,high_growth,0
51_16,2,high_growth,0
51_160,3,high_growth,0
51_161,3,high_growth,0
51_162,3,high_growth,0
51_163,3,high_growth,0
51_164,3,high_growth,0
51_165,4,high_growth,0
51_166,3,high_growth,0
51_167,4,high_growth,0
51_168,4,high_growth,0
51_169,4,high_growth,0
51_17,2,high_growth,0
51_170,4,high_growth,0
51_171,4,high_growth,0
51_172,4,high_growth,0
51_173,5,high_growth,0
51_174,3,high_growth,0
51_175,3,high_growth,0
51_176,3,high_growth,0
51_177,3,high_growth,0
51_178,4,high_growth,0
51_179,4,high_growth,0
51_18,3,high_growth,0
51_180,4,high_growth,0
51_181,3,high_growth,0
51_182,3,high_growth,0
51_183,3,high_growth,0
51_184,3,high_growth,0
51_185,5,high_growth,0
51_186,5,high_growth,0
51_187,3,high_growth,0
51_188,3,high_growth,0
51_189,3,high_growth,0
51_19,3,high_growth,0
51_190,4,high_growth,0
51_191,3,high_growth,0
51_192,3,high_growth,0
51_193,4,high_growth,0
51_194,2,high_growth,0
51_195,2,high_growth,0
51_196,2,high_growth,0
51_197,2,high_growth,0
51_198,2,high_growth,0
51_199,2,high_growth,0
51_2,3,high_growth,0
51_20,3,high_growth,0
51_200,2,high_growth,0
51_201,2,high_growth,0
51_202,4,high_growth,0
51_203,5,high_growth,0
51_204,4,high_growth,0
51_205,4,high_growth,0
51_21,3,high_growth,0
51_22,2,high_growth,0
51_23,2,high_growth,0
51_24,3,high_growth,0
51_25,3,high_growth,0
51_26,3,high_growth,0
51_27,4,high_growth,0
51_28,4,high_growth,0
51_29,3,high_growth,0
51_3,3,high_growth,0
51_30,3,high_growth,0
51_31,3,high_growth,0
51_32,3,high_growth,0
51_33,3,high_growth,0
51_34,3,high_growth,0
51_35,3,high_growth,0
51_36,3,high_growth,0
51_37,3,high_growth,0
51_38,4,high_growth,0
51_39,4,high_growth,0
51_4,3,high_growth,0
51_40,4,high_growth,0
51_41,3,high_growth,0
51_42,3,high_growth,0
51_43,3,high_growth,0
51_44,3,high_growth,0
51_45,4,high_growth,0
51_46,4,high_growth,0
51_47,2,high_growth,0
51_48,2,high_growth,0
51_49,2,high_growth,0
51_5,2,high_growth,0
51_50,2,high_growth,0
51_51,4,high_growth,0
51_52,4,high_growth,0
51_53,4,high_growth,0
51_54,4,high_growth,0
51_55,4,high_growth,0
51_56,4,high_growth,0
51_57,4,high_growth,0
51_58,3,high_growth,0
51_59,3,high_growth,0
51_6,2,high_growth,0
51_60,3,high_growth,0
51_61,2,high_growth,0
51_62,4,high_growth,0
51_63,4,high_growth,0
51_64,4,high_growth,0
51_65,4,high_growth,0
51_66,4,high_growth,0
51_67,3,high_growth,0
51_68,3,high_growth,0
51_69,3,high_growth,0
51_7,3,high_growth,0
51_70,3,high_growth,0
51_71,3,high_growth,0
51_72,3,high_growth,0
51_73,4,high_growth,0
51_74,4,high_growth,0
51_75,4,high_growth,0
51_76,4,high_growth,0
51_77,3,high_growth,0
51_78,3,high_growth,0
51_79,3,high_growth,0
51_8,3,high_growth,0
51_80,3,high_growth,0
51_81,4,high_growth,0
51_82,4,high_growth,0
51_83,4,high_growth,0
51_84,2,high_growth,0
51_85,2,high_growth,0
51_86,2,high_growth,0
51_87,2,high_growth,0
51_88,4,high_growth,0
51_89,3,high_growth,0
51_9,3,high_growth,0
51_90,3,high_growth,0
51_91,3,high_growth,0
51_92,3,high_growth,0
51_93,2,high_growth,0
51_94,4,high_growth,0
51_95,4,high_growth,0
51_96,4,high_growth,0
51_97,4,high_growth,0
51_98,4,high_growth,0
51_99,3,high_growth,0
53_0,1,high_growth,0
53_1,1,high_growth,0
53_10,1,high_growth,0
53_11,5,high_growth,0
53_12,5,high_growth,0
53_13,5,high_growth,0
53_14,5,high_growth,0
53_15,5,high_growth,0
53_16,5,high_growth,0
53_17,5,high_growth,0
53_18,5,high_growth,0
53_19,5,high_growth,0
53_2,1,high_growth,0
53_20,5,high_growth,0
53_21,5,high_growth,0
53_22,5,high_growth,0
53_23,5,high_growth,0
53_24,5,high_growth,0
53_25,5,high_growth,0
53_26,5,high_growth,0
53_27,5,high_growth,0
53_28,5,high_growth,0
53_29,5,high_growth,0
53_3,1,high_growth,0
53_30,1,high_growth,0
53_4,1,high_growth,0
53_5,1,high_growth,0
53_6,1,high_growth,0
53_7,1,high_growth,0
53_8,1,high_growth,0
53_9,1,high_growth,0
56_0,2,high_growth,0
56_1,2,high_growth,0
56_10,4,high_growth,0
56_2,2,high_growth,0
56_3,2,high_growth,0
56_4,2,high_growth,0
56_5,3,high_growth,0
56_6,2,high_growth,0
56_7,2,high_growth,0
56_8,3,high_growth,0
56_9,3,high_growth,0
1_0,1,high_growth,25
1_1,3,high_growth,25
1_2,1,high_growth,25
1_3,1,high_growth,25
1_4,1,high_growth,25
1_5,1,high_growth,25
1_6,1,high_growth,25
1_7,1,high_growth,25
1_8,1,high_growth,25
4_0,1,high_growth,25
4_1,1,high_growth,25
4_10,4,high_growth,25
4_11,4,high_growth,25
4_12,5,high_growth,25
4_13,5,high_growth,25
4_14,1,high_growth,25
4_15,1,high_growth,25
4_16,4,high_growth,25
4_17,4,high_growth,25
4_18,5,high_growth,25
4_19,5,high_growth,25
4_2,1,high_growth,25
4_20,5,high_growth,25
4_21,5,high_growth,25
4_22,1,high_growth,25
4_23,1,high_growth,25
4_24,1,high_growth,25
4_25,4,high_growth,25
4_26,4,high_growth,25
4_27,4,high_growth,25
4_28,5,high_growth,25
4_29,5,high_growth,25
4_3,1,high_growth,25
4_30,5,high_growth,25
4_31,5,high_growth,25
4_32,5,high_growth,25
4_33,1,high_growth,25
4_34,4,high_growth,25
4_35,5,high_growth,25
4_36,5,high_growth,25
4_37,4,high_growth,25
4_4,1,high_growth,25
4_5,1,high_growth,25
4_6,1,high_growth,25
4_7,1,high_growth,25
4_8,4,high_growth,25
4_9,4,high_growth,25
6_0,2,high_growth,25
6_1,2,high_growth,25
6_10,3,high_growth,25
6_11,3,high_growth,25
6_12,3,high_growth,25
6_13,2,high_growth,25
6_14,2,high_growth,25
6_15,2,high_growth,25
6_16,3,high_growth,25
6_17,3,high_growth,25
6_18,2,high_growth,25
6_19,3,high_growth,25
6_2,2,high_growth,25
6_20,3,high_growth,25
6_21,2,high_growth,25
6_22,3,high_growth,25
6_23,2,high_growth,25
6_24,3,high_growth,25
6_25,3,high_growth,25
6_26,3,high_growth,25
6_27,3,high_growth,25
6_28,3,high_growth,25
6_29,3,high_growth,25
6_3,2,high_growth,25
6_30,3,high_growth,25
6_31,2,high_growth,25
6_32,2,high_growth,25
6_33,2,high_growth,25
6_34,2,high_growth,25
6_35,2,high_growth,25
6_36,3,high_growth,25
6_37,2,high_growth,25
6_38,3,high_growth,25
6_39,2,high_growth,25
6_4,3,high_growth,25
6_40,3,high_growth,25
6_41,3,high_growth,25
6_42,3,high_growth,25
6_43,3,high_growth,25
6_44,3,high_growth,25
6_45,2,high_growth,25
6_46,3,high_growth,25
6_47,2,high_growth,25
6_48,3,high_growth,25
6_49,2,high_growth,25
6_5,3,high_growth,25
6_50,2,high_growth,25
6_51,3,high_growth,25
6_52,3,high_growth,25
6_53,2,high_growth,25
6_54,3,high_growth,25
6_55,2,high_growth,25
6_6,3,high_growth,25
6_7,3,high_growth,25
6_8,2,high_growth,25
6_9,3,high_growth,25
8_0,5,high_growth,25
8_1,5,high_growth,25
8_2,5,high_growth,25
8_3,5,high_growth,25
8_4,5,high_growth,25
8_5,5,high_growth,25
8_6,5,high_growth,25
8_7,5,high_growth,25
8_8,5,high_growth,25
9_0,1,high_growth,25
12_0,5,high_growth,25
12_1,5,high_growth,25
12_2,2,high_growth,25
12_3,5,high_growth,25
12_4,2,high_growth,25
12_5,5,high_growth,25
12_6,2,high_growth,25
12_7,2,high_growth,25
13_0,1,high_growth,25
13_1,1,high_growth,25
13_10,3,high_growth,25
13_11,3,high_growth,25
13_12,3,high_growth,25
13_13,3,high_growth,25
13_14,3,high_growth,25
13_15,3,high_growth,25
13_16,3,high_growth,25
13_17,3,high_growth,25
13_18,3,high_growth,25
13_19,3,high_growth,25
13_2,4,high_growth,25
13_20,3,high_growth,25
13_21,3,high_growth,25
13_22,3,high_growth,25
13_23,3,high_growth,25
13_24,4,high_growth,25
13_25,2,high_growth,25
13_26,3,high_growth,25
13_27,3,high_growth,25
13_28,4,high_growth,25
13_29,4,high_growth,25
13_3,4,high_growth,25
13_30,4,high_growth,25
13_31,3,high_growth,25
13_32,3,high_growth,25
13_33,2,high_growth,25
13_34,2,high_growth,25
13_35,2,high_growth,25
13_36,2,high_growth,25
13_4,4,high_growth,25
13_5,3,high_growth,25
13_6,3,high_growth,25
13_7,3,high_growth,25
13_8,3,high_growth,25
13_9,3,high_growth,25
17_0,5,high_growth,25
17_1,5,high_growth,25
17_10,4,high_growth,25
17_11,4,high_growth,25
17_12,4,high_growth,25
